id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
997,,,monthBegin,"某工厂传感器记录了不同日期的温度及能耗，数据存储在表t1中，包含DATE类型的date列（值:2023.01.05, 2023.02.10, 2023.03.15, 2023.04.20, 2023.05.25, 2023.06.30, 2023.07.10）、FLOAT类型的temp列（35.2,34.8,36.0,28.5,29.3,30.1,32.0）、INT类型的energy列（120,115,130,90,85,95,105）。要求以2023年1月1日为基准，按每3个月的间隔分组统计各组最高温度和累计能耗，输出结果到result。","date = [2023.01.05, 2023.02.10, 2023.03.15, 2023.04.20, 2023.05.25, 2023.06.30, 2023.07.10]
temp = [35.2,34.8,36.0,28.5,29.3,30.1,32.0]
energy = [120,115,130,90,85,95,105]
t1 = table(date, temp, energy)
","result = select max(temp) as max_temp, sum(energy) as total_energy from t1 group by monthBegin(date, 2023.01.01, 3) as group_month
"
998,,,multiTableRepartitionDS,"某物联网系统有两个传感器日志表sensor1和sensor2，结构均为（时间戳ts，设备编号device，温度读数temp）。其中sensor1按设备编号哈希分区，sensor2按时间范围分区，现需要将两个日志表统一按时间划分为[2023.01.01, 2023.01.03)和[2023.01.03, 2023.01.05)两个区间。请生成包含这两个区间划分的数据源集合，要求输入为元组形式的SQL查询，输出结果存储在变量result中。","login(""admin"", ""123456"")
db1 = database(""dfs://iot_hash"", VALUE, 1001..1005)
db2 = database("""", RANGE, [2023.01.01, 2023.01.03, 2023.01.05])

ts = 2023.01.01 + 1..4
device = 1001 + 0..3
temp = 36.5 + 0..3
t1 = table(ts as ts, device as device, temp as temp)
db1.createPartitionedTable(t1, ""sensor1"", `device).append!(t1)

ts = 2023.01.02 + 1..4
device = 1003 + 0..3
temp = 35.8 + 0..3
t2 = table(ts as ts, device as device, temp as temp)
db2.createPartitionedTable(t2, ""sensor2"", `ts).append!(t2)

sensor1 = loadTable(""dfs://iot_hash"", ""sensor1"")
sensor2 = loadTable(""dfs://iot_hash"", ""sensor2"")
","result = multiTableRepartitionDS(
[<select ts,device,temp from sensor1>, <select ts,device,temp from sensor2>],
`ts,
RANGE,
[2023.01.01, 2023.01.03, 2023.01.05]
)
"
999,,,mutualInfo,"在物联网场景中，两个传感器A和B分别记录了10次环境监测数据，其中存在部分缺失值。已知传感器A的监测数据存储在向量x中，包含数值[34, NULL, 78, NULL, 55, 92, NULL, 16, 63, 41]；传感器B的监测数据存储在向量y中，包含数值[NULL, 18, 62, 90, NULL, 76, 33, NULL, 54, 28]。如何量化这两个传感器读数之间的关联程度？输入数据均为整型向量，计算结果需存储在变量result中。","x = [34,NULL,78,NULL,55,92,NULL,16,63,41]
y = [NULL,18,62,90,NULL,76,33,NULL,54,28]","result = mutualInfo(x, y)"
1000,,,parseInt,"在电商销售分析中，用户收到一批商品销量字符串数据，格式为[""25000"",""36800"",""17409""]存储在名为salesStr的变量中。需要将这些字符串转化为整数类型进行同比计算，请实现该转换过程并将结果存入变量result。","salesStr = [""25000"",""36800"",""17409""]",result = parseInt(salesStr)
1001,,,poly1d,"某物联网设备采集了一组温度传感器的时间序列数据，数据存储为一个名为sensorData的向量。已知当前温度变化的二阶多项式系数为[2.1, -0.5, 0.03]。如何计算该传感器数据的多项式拟合值序列？","sensorData = 1..10
coefficients = [2.1, -0.5, 0.03]","result = poly1d(sensorData, coefficients)"
1002,,,randF,某金融分析师需要模拟两个资产组合波动率比率的随机样本，其中分子自由度为3.5，分母自由度为4.2，生成5个符合该分布的数值，结果存入result。输入数据通过变量numeratorDF存储分子自由度3.5，denominatorDF存储分母自由度4.2，count存储样本量5。输出结果为浮点数数组格式的变量result。,"numeratorDF = 3.5
denominatorDF = 4.2
count = 5","result = randF(numeratorDF, denominatorDF, count)"
1003,,,readObject,在物联网系统中，传感器将设备状态信息序列化保存至文件，包含时间戳、设备名称集合、状态描述字典和状态记录表。请读取文件中最先保存的序列化对象到变量result，已知文件写入顺序依次为时间类型t、集合devices、字典deviceStatus、表格statusTable。,"t = time(now())
devices = set(`DeviceA`DeviceB`DeviceC)
deviceStatus = dict(devices.keys(), [""Active"", ""Standby"", ""Offline""])
statusTable = table([1,2,3] as deviceID, [""Sensor1"", ""Sensor2"", ""Sensor3""] as sensorName, [25.3, 18.7, 30.0] as reading)

fout = file(""iot.bin"", ""w"")
fout.writeObject(t)
fout.writeObject(devices)
fout.writeObject(deviceStatus)
fout.writeObject(statusTable)
fout.close()","fin = file(""iot.bin"")
result = fin.readObject()
fin.close()"
1004,,,reduce,在金融交易分析中，一个投资账户的初始资金为10000元。每笔交易根据当日的收益率调整资金，并在操作后扣除固定手续费。给定三日内的收益率依次为5%、-3%和4%（存储为变量returns），每次操作手续费为10元。请使用累积计算的方式，确定全部交易完成后的账户最终资金，结果保留到变量result。输入数据包括浮点型向量returns、整数手续费和自定义的二元函数（参数为当前资金和收益率），输出结果为浮点数。,"
returns = [0.05, -0.03, 0.04]
fee = 10
def calculate_funds(current, return_rate){
return current * (1 + return_rate) - fee
}
","
result = reduce(calculate_funds, returns, 10000.0)
"
1005,,,resetDfsRebalanceConcurrency,在金融高频交易系统中，集群存储节点发生扩容后，管理员需要临时将数据分片迁移的并行任务上限调整为3以加速负载均衡。请编写代码执行此配置变更并验证当前生效的数值，将最新结果存储在变量result中。输入数据为整型参数3，输出结果为整型变量result。,,"resetDfsRebalanceConcurrency(3)
result = getDfsRebalanceConcurrency()"
1006,,,saveDualPartition,"现有股票交易数据需要以组合分区方式存储，以便后续共享分析。输入表tradeTable包含以下字段:用户账户ID（整数类型）、交易日期（日期类型）、时间戳（精确到分钟的时间戳类型）、交易金额（浮点类型）。数据格式要求:ID范围0-20分为两组，交易日期按自然日分区。请将tradeTable保存为带双级分区的数据库，一级按用户ID范围[0,10,20]划分，二级按交易日期值分区，并对存储表启用压缩。","n = 1000
accountID = rand(20, n)
tradeDate = take(2023.01.01..2023.01.03, n)
tradeTime = 2023.01.01T09:30:00 + rand(60*60*6, n).sort!()
amount = round(rand(1000.0, n), 2)
tradeTable = table(accountID, tradeDate, tradeTime, amount)
","rangeDB = database("""", RANGE, [0,10,20])
valueDB = database("""", VALUE, 2023.01.01..2023.01.03)
result = saveDualPartition(rangeDB, valueDB, tradeTable, `trades, `accountID, `tradeDate, true)
"
1007,,,schur,"在量化投资中，某投资组合的协方差矩阵需要分析其特征值的稳定性。已知协方差矩阵covMatrix为3x3矩阵([[1.2,0.5,-0.3],[0.5,0.8,0.2],[-0.3,0.2,1.0]])。要求对该矩阵进行正交分解，找出绝对值超过1的特征值数量，并将分解后的舒尔矩阵、酉矩阵及符合条件的特征值数量存储在result中。","covMatrix = matrix([[1.2,0.5,-0.3],[0.5,0.8,0.2],[-0.3,0.2,1.0]])","result = schur(covMatrix, ""ouc"")"
1008,,,scs,"在物联网节点的带宽分配优化中，需在两个节点分配总带宽为10，各节点带宽至少2，且二者差值不超过3。最小化延迟函数2x² + 3y² + x + y。输入变量:f为向量[1,1]，P为4x4对角阵[[4,0],[0,6]]，等式矩阵Aeq=[[1,1]]，beq=10，下界lb=[2,2]，绝对值约束系数向量x0=[1,-1]，c=3。输出结果存入result。","f = [1, 1]
P = matrix([[4,0],[0,6]], 2, 2)
Aeq = matrix([[1, 1]], 1, 2)
beq = [10]
lb = [2, 2]
x0 = [1, -1]
c = 3","result = scs(f=f, P=P, Aeq=Aeq, beq=beq, lb=lb, x0=x0, c=c)"
1009,,,setRandomSeed,"我需要模拟两只股票连续3日的价格波动，初始价格分别为[100,50]。请生成可重复的随机波动序列，确保每次执行得到的波动幅度相同，最终输出调整后的价格矩阵。输入数据为初始价格向量initPrices，输出结果存入result。","|
initPrices = [100, 50]","|
setRandomSeed(8)
randValues = norm(0, 0.1, 3, 2)
result = initPrices * (1 + randValues).transpose()"
1010,,,sqlTuple,给定一个股票价格表t，包含开盘价（列名open，类型为DOUBLE）和收盘价（列名close，类型为DOUBLE），需要动态生成查询计算每行的价格波动率指标（公式:(close - open)/(close + open)）。要求生成DOUBLE类型的计算结果向量并存入result变量。,"t = table(10.5 15.0 20.8 as open, 12.3 16.5 18.2 as close)
","f = def (x,y)->(y-x)/(y+x)
expr = sql(select=makeUnifiedCall(f, sqlTuple(`open`close)), from=t)
result = expr.eval()
"
1011,,,tan,"某物联网平台采集到一组温度传感器的相位角数据（格式为2行3列的矩阵，变量名为sensorAngles，数据为[0,0.7854,1.0472],[0.5236,1.5708,0.7854]），需要计算对应的三角函数值用于设备震动分析。请生成结果矩阵保存到result变量，要求输出数据的行列数与输入保持一致。","sensorAngles = matrix([0, 0.7854, 1.0472], [0.5236, 1.5708, 0.7854])
","result = tan(sensorAngles)
"
1012,,,tmsum2,"某物联网平台采集了某设备每分钟的温度数据，时间戳T为[2023.01.01T09:00:00, 2023.01.01T09:01:00, 2023.01.01T09:03:00, 2023.01.01T09:05:00, 2023.01.01T09:06:00]，对应温度值X为[2,3,1,4,2]。需要找出每个时刻近3分钟内的温度平方和，结果存入result向量。","T = [2023.01.01T09:00:00, 2023.01.01T09:01:00, 2023.01.01T09:03:00, 2023.01.01T09:05:00, 2023.01.01T09:06:00]
X = [2, 3, 1, 4, 2]","result = tmsum2(T, X, 3*60*1000)"
1013,,,valueChanged,某物联网平台采集了多个设备的温度数据，存储于表t，包含字段deviceID（整型）、ts（时间戳）、temp（双精度浮点），数据已按设备ID分组并按时间戳升序排列。请生成一个布尔向量，表示每个设备内部温度读数是否与前一次记录不同。输出结果赋值到变量result。,"deviceID = [1001,1001,1001,1002,1002,1002,1003]
ts = 2023.01.01T09:00:00 + 0 60 120 0 60 120 0
temp = 25.3 25.3 26.0 32.1 32.1 32.5 18.5
t = table(deviceID, ts, temp)
","result = exec valueChanged(temp) from t context by deviceID
"
1014,,,var,"在物联网场景中，某温度监测系统记录了三个传感器五个时间点的温度数据，部分数据缺失（用NULL表示）。请计算每个传感器读数波动情况的方差，忽略缺失值。输入数据为表sensorData，包含sensor1（22.5,23.1,21.8,24.0,22.9）、sensor2（19.8,20.5,NULL,18.7,20.2）、sensor3（25.3,24.7,NULL,NULL,25.9）三个列，输出结果存储在result变量中并返回表格式结果。","sensorData = table(
22.5 23.1 21.8 24.0 22.9 as sensor1,
19.8 20.5 NULL 18.7 20.2 as sensor2,
25.3 24.7 NULL NULL 25.9 as sensor3
)",result = var(sensorData)
1015,,,varp,"在物联网设备监控场景中，给定一个包含3条设备记录的表格t，结构为[deviceId:INT, temperature:DOUBLE, humidity:INT]。其中温度列包含空值（23.5, NULL, 24.8），湿度列包含空值（55, 60, NULL）。请编写DolphinDB代码计算各数值型指标的总体离散程度，要求忽略空值，将计算结果存入result变量。","t = table(1..3 as deviceId, [23.5, NULL, 24.8] as temperature, [55, 60, NULL] as humidity)",result = varp(t)
1016,,,weekOfMonth,给定某物联网设备2023年各月记录表，其中每条记录包含日期、设备ID、功耗和温度。请将数据按每月或隔月的第三个星期四进行分组（从2023.01开始每隔2个月处理），统计各组平均温度及总功耗。已知输入表结构:date列DATE类型，device列SYMBOL，power列INT，temp列DOUBLE。输出结果保存到result变量。,"date = 2023.01.05 2023.02.08 2023.03.12 2023.04.06 2023.05.09 2023.06.15 2023.07.18 2023.08.22 2023.09.25
device = take(`D01,9)
power = 1200 1500 1800 2100 2400 2700 3000 3300 3600
temp = 32.1 34.5 36.2 38.9 40.0 42.3 44.7 46.8 48.5
deviceLogs = table(date, device, power, temp)","result = select avg(temp) as avg_temp, sum(power) as total_power from deviceLogs group by weekOfMonth(date, 2, 3, 2023.01.01, 2)"
1017,,,withNullFill,"在物联网设备监控场景中，传感器A采集的向量数据deviceA包含空值（NULL），传感器B记录的温度矩阵tempData也包含缺失值。需要计算设备运行效能因子，当任一传感器数值缺失时分别用25和15进行填充计算乘积，最终输出校正后的结果矩阵。已知输入数据格式:deviceA = [NULL,220,NULL,410]，tempData为2列矩阵[[15,NULL],[210,18],[NULL,36],[440,NULL]]，输出结果存储在result变量中。","deviceA = [NULL,220,NULL,410]
tempData = matrix([[15,NULL],[210,18],[NULL,36],[440,NULL]])
","result = withNullFill(mul, deviceA, tempData, 25).withNullFill(mul, tempData, deviceA, 15)


// 验证步骤:
1. 第一行计算:25*15=375，220*210=46200，25*36=900，410*440=180400
2. 第二列计算:15*NULL→15填充得15*220=3300，18*220=3960，36*25=900，15*410=6150
3. 最终矩阵应为:
│375  3300│
│46200 3960│
│900   900│
│180400 6150│"
1018,,,writeBytes,"某物联网设备每小时采集一次环境温度数据，当前批次采集到的三个温度值（25.5, 26.3, 24.8）需要以二进制形式保存到/tmp/sensor.bin文件。已知温度数据已转换为字节向量存储在变量sensorData中（每个浮点数占用4字节），请编写代码实现将完整字节数据写入文件，并返回实际写入的字节数。输入数据格式:内存中的字节向量sensorData，输出结果存储在变量result。","|
sensorData = float(25.5 26.3 24.8).binary()","|
t = file(""/tmp/sensor.bin"", ""w"")
result = t.writeBytes(sensorData)
t.close()"
